OrderID,Date,CustomerName,Product,Category,Quantity,UnitPrice,Revenue,Region
1066,2023-05-22,Nathan Drake,Mouse,Electronics,8,25,200,East
1067,13-07-2024,John Doe,Monitor,Electronics,5,300,1500, north 
1068,2026-12-26,Bob Johnson,Smart Watch,Electronics,8,250,2000,East
1069,2024-03-15,Olivia Munn,Headphones,electronics,9,100,900,East
1070,2025-03-29,Mary Shelley,Monitor,Electronics,4,300,1200, north 
1071,2023-12-16,John Doe,Headphones,electronics,9,100,900,EAST
1072,2024-07-23,Jack Black,Laptop,Electronics,5,1200,6000,North
1073,2025-04-30,Alice Brown,Mouse,Electronics,5,25,125,West
1074,2023-11-11,Bob Johnson,Desk Chair,Furniture,9,150,1350,South
1075,2026-06-03,Olivia Munn,Desk Chair,Furniture,3,150,,South
1076,2026-03-10,jane smith,Bookshelf,Furniture,8,300,2400,EAST
1077,2023-01-25,Leo Tolstoy,Smart Watch,Electronics,1,250,250,south
1078,2023-08-04,Ivy Taylor,Headphones,electronics,1,100,100,West
1079,2023-10-06,Grace Hopper,Mouse,Electronics,4,25,100,North
1080,2025-10-16,Nathan Drake,Bookshelf,Furniture,5,300,1500,EAST
1081,2025-03-17,Jack Black,Keyboard,Electronics,8,40,320, north 
1082,31-08-2026,Nathan Drake,Blender,Appliances,1,50,50,South
1083,21-07-2025,Bob Johnson,Desk,Furniture,5,450,2250,East
1084,2026-08-30,Peter Parker,Monitor,Electronics,2,300,600,south
1085,2023-05-03,Nathan Drake,Monitor,Electronics,7,300,2100,EAST
1086,2024-07-12,Ivy Taylor,Sofa,Furniture,4,600,,South
1087,03/21/26,Hank Williams,Desk Chair,Furniture,3,150,450,south
1088,2024-10-22,Hank Williams,Coffee Maker,Appliances,9,75,675,south
1089,2023-09-24,Peter Parker,Smart Watch,Electronics,6,250,1500,south
1090,2025-07-27,Hank Williams,Smart Watch,Electronics,9,250,,East
1091,2026-04-16,Hank Williams,Laptop,Electronics,8,1200,9600,East
1092,2025-02-06,Frank Green,Desk Chair,Furniture,4,150,600,south
1093,2026-02-12,Mary Shelley,Desk Chair,Furniture,1,150,150,south
1094,11/17/26,Alice Brown,Desk,Furniture,8,450,3600, north 
1095,2024-01-13,jane smith,Headphones,electronics,1,100,,EAST
1096,2024-12-11,Bob Johnson,Monitor,Electronics,9,300,2700, north 
1097,2025-06-16,Alice Brown,Keyboard,Electronics,9,40,360,EAST
1098,2025-12-31,Charlie Davis,Smart Watch,Electronics,4,250,1000,South
1099,2025-07-03,John Doe,Sofa,Furniture,6,600,3600,South
1100,2023-04-17,Grace Hopper,Blender,Appliances,9,50,450,West
1101,2024-05-12,Charlie Davis,Bookshelf,Furniture,1,300,300,EAST
1102,2026-04-02,Hank Williams,Coffee Maker,Appliances,4,75,300,West
1103,2025-08-26,Bob Johnson,Blender,Appliances,-1,50,-50, north 
1104,2026-04-29,Grace Hopper,Smart Watch,Electronics,9,250,2250,south
1105,2023-04-19,Charlie Davis,Bookshelf,Furniture,2,300,600,south
1106,2024-09-14,Peter Parker,Desk Chair,Furniture,2,150,300, north 
1107,23-03-2025,Frank Green,Sofa,Furniture,-1,600,-600,North
1108,2024-10-13,Jack Black,Monitor,Electronics,9,300,2700,North
1109,2025-03-26,Alice Brown,Desk Chair,Furniture,5,150,750,West
1110,2025-12-05,Charlie Davis,Headphones,electronics,6,100,600,south
1111,2024-05-19,Hank Williams,Desk Chair,Furniture,9,150,1350,West
1112,2023-07-30,jane smith,Printer,Electronics,1,200,200,North
1113,2026-05-26,Mary Shelley,Laptop,Electronics,1,1200,1200,West
1114,2024-08-01,Grace Hopper,Desk,Furniture,1,450,450,EAST
1115,2024-11-14,Peter Parker,Desk Chair,Furniture,3,150,450,East
1116,2025-11-03,Eve White,Blender,Appliances,8,50,400,South
1117,2025-05-03,Eve White,Coffee Maker,Appliances,5,75,375,East
1118,2026-04-14,Alice Brown,Headphones,electronics,6,100,600,East
1119,2024-01-19,Charlie Davis,Desk Chair,Furniture,3,150,450,West
1120,2025-11-11,John Doe,Printer,Electronics,5,200,1000,West
1121,2026-10-06,Charlie Davis,Laptop,Electronics,8,1200,9600, north 
1122,2024-08-03,jane smith,Printer,Electronics,2,200,400,EAST
1123,2023-03-12,Frank Green,Keyboard,Electronics,3,40,120,south
1124,2024-09-08,Charlie Davis,Desk,Furniture,3,450,1350,North
1125,2024-07-13,Leo Tolstoy,Sofa,Furniture,2,600,1200,South
1126,2025-07-27,Mary Shelley,Printer,Electronics,6,200,,South
1127,2025-09-07,Jack Black,Printer,Electronics,7,200,1400,North
1128,2026-08-19,jane smith,Desk,Furniture,6,450,2700,North
1129,2024-10-03,Leo Tolstoy,Smart Watch,Electronics,9,250,2250,EAST
1130,2026-01-23,Alice Brown,Laptop,Electronics,8,1200,9600,EAST
1131,2024-06-16,Frank Green,Printer,Electronics,2,200,400, north 
1132,2023-10-20,Olivia Munn,Laptop,Electronics,8,1200,9600,south
1133,2026-09-03,Olivia Munn,Desk,Furniture,6,450,2700,East
1134,2025-04-16,Charlie Davis,Desk Chair,Furniture,5,150,750,South
1135,2024-01-10,Kathy Bates,Keyboard,Electronics,7,40,280, north 
1136,2023-04-13,Hank Williams,Sofa,Furniture,6,600,3600,East
1137,2025-06-15,John Doe,Keyboard,Electronics,4,40,160,East
1138,2025-04-02,Frank Green,Printer,Electronics,5,200,1000,West
1139,10-03-2025,jane smith,Smart Watch,Electronics,9,250,2250,EAST
1140,2023-05-27,Olivia Munn,Sofa,Furniture,6,600,3600,West
1141,2026-12-09,Nathan Drake,Desk,Furniture,3,450,1350, north 
1142,2025-11-13,John Doe,Coffee Maker,Appliances,5,75,375,North
1143,2025-05-15,Peter Parker,Monitor,Electronics,8,300,2400,South
1144,2026-07-22,Peter Parker,Bookshelf,Furniture,4,300,1200,South
1145,2025-01-09,Mary Shelley,Mouse,Electronics,8,25,200,south
1146,2026-02-11,Olivia Munn,Printer,Electronics,1,200,200,EAST
1147,2024-06-10,Eve White,Monitor,Electronics,8,300,2400,East
1148,14-12-2023,jane smith,Keyboard,Electronics,7,40,280,East
1149,2024-02-02,Nathan Drake,Desk Chair,Furniture,-1,150,-150, north 
1150,2023-07-10,Eve White,Bookshelf,Furniture,6,300,1800,North
1151,2026-02-21,Nathan Drake,Laptop,Electronics,9,1200,10800,North
1152,2026-02-09,Grace Hopper,Sofa,Furniture,4,600,2400, north 
1153,2026-06-20,Nathan Drake,Desk Chair,Furniture,1,150,150, north 
1154,2023-03-23,jane smith,Keyboard,Electronics,1,40,40,South
1155,2023-08-13,Leo Tolstoy,Headphones,electronics,9,100,900,East
1156,2024-07-27,Grace Hopper,Laptop,Electronics,5,1200,6000,south
1157,2024-02-12,Peter Parker,Smart Watch,Electronics,2,250,500,EAST
1158,2024-12-28,John Doe,Mouse,Electronics,1,25,25,North
1159,2024-09-14,Kathy Bates,Smart Watch,Electronics,9,250,2250,East
1160,2026-06-19,Charlie Davis,Desk Chair,Furniture,2,150,300,EAST
1161,2023-09-29,Mary Shelley,Blender,Appliances,4,50,200,North
1162,2023-10-12,Alice Brown,Desk,Furniture,3,450,1350,South
1163,2026-11-20,Hank Williams,Coffee Maker,Appliances,6,75,450,East
1164,2025-09-23,Grace Hopper,Sofa,Furniture,2,600,1200,North
1165,2025-06-13,Grace Hopper,Sofa,Furniture,6,600,3600,North
1166,2024-05-14,Kathy Bates,Blender,Appliances,6,50,300,West
1167,2026-12-10,Ivy Taylor,Headphones,electronics,7,100,700,West
1168,2025-02-06,Olivia Munn,Sofa,Furniture,1,600,600,south
1169,2023-09-01,Hank Williams,Coffee Maker,Appliances,4,75,300,East
1170,2026-01-18,Bob Johnson,Keyboard,Electronics,6,40,240,West
1171,2025-07-15,Nathan Drake,Monitor,Electronics,9,300,2700,south
1172,2026-02-10,John Doe,Laptop,Electronics,9,1200,10800,North
1173,2025-04-25,Hank Williams,Laptop,Electronics,9,1200,10800,North
1174,2023-09-09,Alice Brown,Blender,Appliances,2,50,100,West
1175,2025-11-16,John Doe,Monitor,Electronics,6,300,1800,West
1176,2024-03-05,Frank Green,Smart Watch,Electronics,9,250,2250,South
1176,2024-03-05,Frank Green,Smart Watch,Electronics,9,250,2250,South
1177,2023-01-01,Alice Brown,Laptop,Electronics,2,1200,2400,EAST
1178,2024-08-27,Alice Brown,Desk Chair,Furniture,6,150,900, north 
1179,2024-02-24,Nathan Drake,Desk Chair,Furniture,3,150,450,south
1180,2025-11-02,Grace Hopper,Bookshelf,Furniture,6,300,1800,East
1181,2024-08-07,Hank Williams,Desk,Furniture,5,450,2250, north 
1182,2026-02-05,Grace Hopper,Printer,Electronics,7,200,1400,North
1183,2024-09-05,Leo Tolstoy,Mouse,Electronics,-1,25,-25,West
1184,2024-03-24,Leo Tolstoy,Keyboard,Electronics,8,40,320, north 
1185,2024-06-22,jane smith,Smart Watch,Electronics,2,250,500,EAST
1186,2023-11-26,Alice Brown,Sofa,Furniture,5,600,3000,North
1187,2026-09-12,Charlie Davis,Monitor,Electronics,5,300,1500,south
1188,2023-05-26,Nathan Drake,Mouse,Electronics,1,25,25,East
1189,2024-05-11,John Doe,Coffee Maker,Appliances,2,75,150,West
1190,2025-04-16,Jack Black,Blender,Appliances,9,50,450, north 
1191,2025-08-02,Kathy Bates,Blender,Appliances,3,50,150,south
1192,2026-11-26,Frank Green,Printer,Electronics,7,200,1400,West
1193,2026-08-26,Eve White,Desk,Furniture,2,450,900,South
1194,2023-11-05,Hank Williams,Mouse,Electronics,4,25,100,South
1195,2023-06-22,Leo Tolstoy,Smart Watch,Electronics,6,250,1500,EAST
1196,27-03-2025,John Doe,Bookshelf,Furniture,8,300,2400,East
1197,2025-06-08,Ivy Taylor,Mouse,Electronics,7,25,175,south
1198,2025-04-22,Kathy Bates,Keyboard,Electronics,4,40,160,North
1199,2025-02-01,Hank Williams,Coffee Maker,Appliances,7,75,525,south
1199,2025-02-01,Hank Williams,Coffee Maker,Appliances,7,75,525,south
1200,2026-08-14,Mary Shelley,Printer,Electronics,5,200,1000, north 
1201,2025-08-31,Charlie Davis,Keyboard,Electronics,7,40,280,south
1202,2023-10-10,Peter Parker,Smart Watch,Electronics,9,250,2250, north 
1203,2025-04-08,Mary Shelley,Desk Chair,Furniture,9,150,1350,East
1204,2025-06-01,Olivia Munn,Mouse,Electronics,5,25,125, north 
1205,2025-11-25,Eve White,Printer,Electronics,5,200,1000,EAST
1206,2025-03-01,Leo Tolstoy,Sofa,Furniture,3,600,1800, north 
1207,2024-11-10,John Doe,Headphones,electronics,8,100,800, north 
1208,2024-06-16,jane smith,Bookshelf,Furniture,6,300,1800,East
1209,2024-03-20,Nathan Drake,Keyboard,Electronics,9,40,360,East
1210,2026-07-01,Ivy Taylor,Monitor,Electronics,6,300,1800,North
1211,2023-02-18,Eve White,Monitor,Electronics,6,300,,south
1212,2025-09-24,Alice Brown,Coffee Maker,Appliances,6,75,450,south
1213,2026-02-06,John Doe,Headphones,electronics,3,100,300, north 
1214,2025-07-01,Jack Black,Desk Chair,Furniture,6,150,900,South
1215,2024-09-02,Peter Parker,Mouse,Electronics,9,25,225, north 
1216,2026-04-14,Ivy Taylor,Desk,Furniture,7,450,3150, north 
1217,2026-09-27,John Doe,Blender,Appliances,2,50,100,West
1218,2023-02-01,Charlie Davis,Desk Chair,Furniture,2,150,300,East
1219,2025-11-28,Charlie Davis,Bookshelf,Furniture,1,300,300,EAST
1220,09/11/25,jane smith,Desk,Furniture,5,450,2250, north 
1221,2024-09-14,Nathan Drake,Desk,Furniture,7,450,3150,West
1222,2024-06-21,John Doe,Monitor,Electronics,4,300,1200,South
1223,2023-01-17,Nathan Drake,Keyboard,Electronics,9,40,360,East
1224,2026-06-12,Eve White,Bookshelf,Furniture,2,300,600,North
1225,2025-08-20,Bob Johnson,Coffee Maker,Appliances,2,75,150,EAST
1225,2025-08-20,Bob Johnson,Coffee Maker,Appliances,2,75,150,EAST
1226,2023-03-24,John Doe,Monitor,Electronics,6,300,1800,EAST
1227,2025-06-11,Ivy Taylor,Smart Watch,Electronics,7,250,1750,South
1228,2025-07-11,Kathy Bates,Bookshelf,Furniture,2,300,600,South
1229,2026-06-01,Eve White,Blender,Appliances,9,50,450,south
1230,2025-07-22,Hank Williams,Monitor,Electronics,4,300,1200,south
1231,2026-02-24,Hank Williams,Monitor,Electronics,9,300,2700,EAST
1232,2026-05-26,Peter Parker,Desk Chair,Furniture,9,150,1350, north 
1233,2023-07-22,Ivy Taylor,Bookshelf,Furniture,8,300,,South
1234,2023-04-26,Jack Black,Bookshelf,Furniture,6,300,1800,EAST
1235,20-02-2026,jane smith,Keyboard,Electronics,9,40,360,South
1236,2024-03-23,Jack Black,Bookshelf,Furniture,3,300,900,EAST
1237,2026-03-25,Jack Black,Desk Chair,Furniture,3,150,450,North
1238,2025-04-05,Hank Williams,Bookshelf,Furniture,6,300,1800,south
1239,2026-08-09,Hank Williams,Mouse,Electronics,9,25,225,South
1240,09/16/23,Peter Parker,Printer,Electronics,7,200,1400, north 
1241,2023-02-23,Charlie Davis,Laptop,Electronics,2,1200,2400, north 
1242,2026-05-08,Mary Shelley,Headphones,electronics,2,100,200,South
1243,2024-07-03,Peter Parker,Printer,Electronics,3,200,600,South
1244,2024-03-19,Leo Tolstoy,Bookshelf,Furniture,1,300,300,West
1245,2025-11-11,Mary Shelley,Laptop,Electronics,7,1200,8400,EAST
1246,2023-03-01,Jack Black,Desk,Furniture,8,450,3600,EAST
1247,2025-12-29,Frank Green,Coffee Maker,Appliances,5,75,,South
1248,2026-04-15,Olivia Munn,Laptop,Electronics,3,1200,3600,West
1249,07-09-2026,jane smith,Headphones,electronics,5,100,500,south
1250,2026-08-26,Hank Williams,Desk Chair,Furniture,1,150,150,south
1251,2025-02-05,Eve White,Coffee Maker,Appliances,8,75,600,south
1252,2025-01-28,Frank Green,Mouse,Electronics,5,25,, north 
1253,2024-01-26,Hank Williams,Mouse,Electronics,8,25,200,EAST
1254,2026-02-10,Kathy Bates,Mouse,Electronics,8,25,200,North
1255,2025-04-07,John Doe,Smart Watch,Electronics,8,250,2000,south
1256,2025-12-07,Ivy Taylor,Desk,Furniture,7,450,3150,West
1257,2023-07-02,Olivia Munn,Smart Watch,Electronics,4,250,1000,South
1258,2024-12-28,Nathan Drake,Sofa,Furniture,9,600,5400,EAST
1259,2024-04-02,Hank Williams,Blender,Appliances,3,50,150, north 
1260,2023-06-03,Nathan Drake,Laptop,Electronics,1,1200,1200,EAST
1261,2023-03-18,Olivia Munn,Monitor,Electronics,2,300,600,south
1262,2025-01-22,Mary Shelley,Mouse,Electronics,6,25,150,North
1263,2024-01-18,Alice Brown,Headphones,electronics,8,100,800,south
1264,2023-04-09,John Doe,Printer,Electronics,1,200,200,East
1265,28-03-2025,Charlie Davis,Coffee Maker,Appliances,9,75,675,West
1266,2026-12-11,Alice Brown,Smart Watch,Electronics,2,250,,North
1267,2026-04-24,Frank Green,Printer,Electronics,2,200,400,South
1268,01/28/26,Charlie Davis,Laptop,Electronics,2,1200,2400,South
1269,2023-06-27,Nathan Drake,Sofa,Furniture,1,600,600,East
1270,2024-09-30,Grace Hopper,Desk Chair,Furniture,4,150,600,North
1271,2023-02-09,Mary Shelley,Mouse,Electronics,8,25,200,south
1272,2025-06-22,Ivy Taylor,Keyboard,Electronics,7,40,280,south
1273,2024-07-02,Kathy Bates,Smart Watch,Electronics,6,250,1500,south
1273,2024-07-02,Kathy Bates,Smart Watch,Electronics,6,250,1500,south
1274,2025-02-21,jane smith,Bookshelf,Furniture,1,300,300,North
1275,2025-02-11,Kathy Bates,Smart Watch,Electronics,3,250,750,south
1276,2023-09-27,Ivy Taylor,Monitor,Electronics,9,300,2700,EAST
1277,2025-06-08,Eve White,Blender,Appliances,1,50,50, north 
1278,2026-01-31,Mary Shelley,Monitor,Electronics,7,300,2100, north 
1279,2025-11-12,Kathy Bates,Desk Chair,Furniture,7,150,1050,East
1280,2024-09-30,Leo Tolstoy,Desk Chair,Furniture,4,150,600, north 
1281,2024-05-18,Hank Williams,Keyboard,Electronics,7,40,280,North
1282,2024-07-18,Peter Parker,Laptop,Electronics,7,1200,8400,south
1283,2023-07-26,jane smith,Headphones,electronics,3,100,300,West
1284,2025-01-11,John Doe,Headphones,electronics,5,100,500,East
1285,2026-11-07,Hank Williams,Bookshelf,Furniture,4,300,1200,EAST
1286,2026-09-11,Peter Parker,Smart Watch,Electronics,8,250,2000,south
1287,2026-06-19,Mary Shelley,Coffee Maker,Appliances,7,75,525, north 
1288,2025-03-19,Mary Shelley,Sofa,Furniture,7,600,4200,EAST
1289,2023-07-23,Mary Shelley,Desk,Furniture,6,450,2700,East
1290,2023-02-20,Hank Williams,Blender,Appliances,7,50,350, north 
1291,2026-06-20,Jack Black,Laptop,Electronics,2,1200,2400, north 
1292,2024-01-16,,Desk Chair,Furniture,3,150,450,south
1293,13-03-2026,Grace Hopper,Laptop,Electronics,8,1200,9600,South
1294,2024-11-14,Olivia Munn,Smart Watch,Electronics,6,250,1500,South
1295,01/13/23,Hank Williams,Headphones,electronics,8,100,,East
1296,2026-04-17,Hank Williams,Keyboard,Electronics,7,40,280,South
1297,2026-04-08,jane smith,Mouse,Electronics,7,25,175,EAST
1298,2024-12-14,Peter Parker,Desk Chair,Furniture,1,150,150,EAST
1299,2025-09-16,Bob Johnson,Mouse,Electronics,7,25,175,West
1300,2024-05-24,Alice Brown,Mouse,Electronics,7,25,175,West
1301,2023-12-12,Bob Johnson,Keyboard,Electronics,3,40,120,West
1302,2026-10-28,Nathan Drake,Bookshelf,Furniture,5,300,1500,East
1303,2025-03-14,Charlie Davis,Bookshelf,Furniture,9,300,2700,South
1304,2024-03-28,Alice Brown,Sofa,Furniture,5,600,3000,south
1305,18-11-2024,Hank Williams,Desk Chair,Furniture,1,150,150, north 
1306,2023-09-25,Peter Parker,Desk Chair,Furniture,6,150,900,South
1307,2025-08-21,Charlie Davis,Printer,Electronics,9,200,1800,EAST
1308,2023-04-13,Charlie Davis,Coffee Maker,Appliances,5,75,375,North
1309,2024-06-10,Jack Black,Monitor,Electronics,1,300,300,West
1310,2026-01-14,Alice Brown,Smart Watch,Electronics,7,250,1750,East
1311,2026-11-15,John Doe,Mouse,Electronics,8,25,200,North
1312,2023-01-28,Olivia Munn,Laptop,Electronics,7,1200,8400, north 
1313,2026-06-17,Ivy Taylor,Laptop,Electronics,6,1200,7200,EAST
1314,2024-08-06,Olivia Munn,Keyboard,Electronics,9,40,360,East
1315,2023-05-24,Bob Johnson,Headphones,electronics,6,100,600,South
1316,2023-10-15,Kathy Bates,Laptop,Electronics,7,1200,8400,North
1317,2026-01-14,Kathy Bates,Coffee Maker,Appliances,5,75,375,south
1318,02/18/26,Mary Shelley,Headphones,electronics,3,100,300,south
1319,04/10/23,,Monitor,Electronics,6,300,1800,West
1320,2025-10-15,Mary Shelley,Printer,Electronics,1,200,200,south
1321,2024-01-05,Grace Hopper,Smart Watch,Electronics,6,250,1500,South
1322,2023-09-04,Ivy Taylor,Bookshelf,Furniture,7,300,2100,North
1323,2025-11-03,,Blender,Appliances,6,50,300,North
1324,2025-11-20,Eve White,Coffee Maker,Appliances,7,75,525,North
1325,2023-03-14,jane smith,Sofa,Furniture,5,600,3000,North
1326,2026-03-18,Leo Tolstoy,Smart Watch,Electronics,7,250,1750,East
1327,2023-06-10,jane smith,Mouse,Electronics,1,25,25,East
1328,2026-04-30,John Doe,Monitor,Electronics,1,300,300,East
1329,10/29/25,Ivy Taylor,Blender,Appliances,8,50,400,South
1330,2025-02-14,Hank Williams,Desk Chair,Furniture,2,150,300,East
1331,2025-08-25,Alice Brown,Smart Watch,Electronics,9,250,2250,West
1332,2023-12-20,Nathan Drake,Headphones,electronics,3,100,300,North
1333,2025-10-10,Peter Parker,Bookshelf,Furniture,8,300,2400,West
1334,04/26/25,Jack Black,Monitor,Electronics,8,300,2400,EAST
1335,2023-09-06,Leo Tolstoy,Printer,Electronics,8,200,1600,EAST
1336,2024-05-24,Mary Shelley,Headphones,electronics,4,100,400, north 
1337,2023-09-26,Frank Green,Mouse,Electronics,7,25,175, north 
1338,2024-05-07,John Doe,Desk,Furniture,3,450,1350,South
1339,2023-06-16,Peter Parker,Printer,Electronics,8,200,1600,East
1340,2026-09-17,Charlie Davis,Mouse,Electronics,7,25,175, north 
1341,2023-10-25,Eve White,Coffee Maker,Appliances,8,75,600,North
1342,2025-05-27,Nathan Drake,Desk Chair,Furniture,4,150,600,EAST
1343,2023-12-20,,Blender,Appliances,2,50,100, north 
1344,05/25/26,Charlie Davis,Desk Chair,Furniture,4,150,600, north 
1345,2023-02-22,Mary Shelley,Blender,Appliances,8,50,,EAST
1346,2024-02-05,Ivy Taylor,Blender,Appliances,7,50,350,East
1347,2024-08-16,Alice Brown,Desk Chair,Furniture,-1,150,-150,South
1348,2023-06-16,Leo Tolstoy,Laptop,Electronics,9,1200,10800,North
1349,2023-12-16,Charlie Davis,Smart Watch,Electronics,6,250,1500,south
1350,2023-06-04,Hank Williams,Keyboard,Electronics,4,40,,West
1351,2026-08-01,Nathan Drake,Sofa,Furniture,7,600,4200,West
1352,2026-03-09,Jack Black,Keyboard,Electronics,2,40,80, north 
1353,2026-03-09,Eve White,Monitor,Electronics,7,300,2100,North
1354,2025-09-26,Hank Williams,Keyboard,Electronics,1,40,40,South
1355,2024-01-14,Mary Shelley,Smart Watch,Electronics,3,250,750,East
1356,2024-03-21,Leo Tolstoy,Blender,Appliances,4,50,200,south
1357,2025-08-30,Charlie Davis,Blender,Appliances,9,50,450,East
1358,2026-09-16,Charlie Davis,Mouse,Electronics,8,25,200,West
1359,2026-03-11,Mary Shelley,Coffee Maker,Appliances,2,75,150, north 
1360,11/10/24,Frank Green,Smart Watch,Electronics,1,250,250,South
1361,2025-05-16,Nathan Drake,Keyboard,Electronics,8,40,320,North
1362,2024-05-11,Kathy Bates,Laptop,Electronics,2,1200,2400,North
1363,2025-11-27,Frank Green,Monitor,Electronics,2,300,600,South
1364,2026-05-01,Eve White,Desk Chair,Furniture,6,150,900,East
1365,2025-09-05,Hank Williams,Sofa,Furniture,9,600,,EAST
1366,2023-12-27,Grace Hopper,Printer,Electronics,6,200,1200,south
1367,2023-04-17,Charlie Davis,Laptop,Electronics,7,1200,8400,South
1368,2023-07-08,Charlie Davis,Keyboard,Electronics,6,40,,South
1369,2023-02-09,Jack Black,Sofa,Furniture,3,600,1800, north 
1370,2024-12-28,Nathan Drake,Desk,Furniture,9,450,4050,North
1371,2024-02-04,Alice Brown,Laptop,Electronics,3,1200,3600,south
1371,2024-02-04,Alice Brown,Laptop,Electronics,3,1200,3600,south
1372,02/11/26,Leo Tolstoy,Desk Chair,Furniture,5,150,750,North
1373,2024-05-12,Alice Brown,Desk,Furniture,5,450,2250,West
1374,2023-08-23,John Doe,Monitor,Electronics,9,300,2700,West
